Dealer Code,Name,Target 202404,Sale upto 15.04.2024
9121013886,KHODIAR ENTERPRISE,215,67
9121013990,KHAMBHAT STEEL & CEMENT,2000,355.5
9121013995,KHODIYAR TRADERS,89,10
9121014066,KRUPALU ENTERPRISE,301,178
9121014067,NAJMI MACHINERY STORES,211,95
9121014068,M.K ENTERPRISE,84,15
9121014072,MAHASHAKTI TRADERS,65,29
9121014115,AGRI BUSSINESS CENTRE,398,20
9121014245,SHREE NAVJIVAN TIMBER TRADERS,120,25
9121014298,DEVAM CORPORATION,420,53.5
9121014303,AMBIKA TRADERS,51,10
9121014357,MARUTI STEELS,400,57
9121014361,JAY BHAVANI TRADERS,54,13
9121014363,GAURANG B DOSHI,326,112.5
9121014385,HAPPY TRADING COMPANY,137,39
9121014387,SHREE VASUDEV HARDWARE,160,31
9121014423,SHREE AMBIKA HARDWARE AND,123,36
9121014426,MADHAV TRADERS,40,10
9121014478,REVABA CEMENT AGENCY,54,88
9121014643,SHREE KRIPAL TRADING CO.,150,53
9121014676,GIRIRAJ CEMENT SALES,140,41.5
9121014680,NETRA TRADERS,93,13
9121014686,SHREE GATRAL TRADERS,110,26
9121014731,KHODIYAR HARDWARE,80,17.5
9121014732,PRATIKSHA TRADING CO.,350,75.5
9121014800,MATAJI HARDWARE,50,20
9121014802,BHOJ ENTERPRISE,63,13
9121014855,D.K. STEEL TRADERS,70,13
9121014868,RAJESH TRADERS,50,10
9121014958,AMAN TRADERS,294,103
9121014997,RAJ MARKETING,100,9
9121015152,SHREENATHJI TRADERS,30,5
9121015153,GOKUL TRADERS,50,10
9121015226,GAYTRI AGRO TRADERS,100,18
9121015232,JAY TRADERS,60,22.5
9121015248,MAHAVIR STEEL CORPORATION,195,52
9121015370,UMIYA TRADERS,160,65
9121015406,BALAJI SUPPLIERS,97,90
9121015502,ARBUDA CEMENT DEPO,45,20
9121015552,SHAMA TRADERS,27,26
9121015553,KEVAL TRADERS,72,8
9121015577,LAXMI TRADERS,227,10.9
9121015587,VINOD STONE SUPPLIERS,173,120
9121015595,SHREE MARUTI HARDWARE AND PLYWOOD,360,58
9121015600,SHRI SIMANDHAR BUILDING MATERIALS,95,64
9121015627,HINDUSTHAN STEEL TRADERS,399,174
9121015628,MALA TRADING COMPANY,205,0.75
9121015630,SHREE AMBICA PIPE FITTINGS,130,13.5
9121015634,ASHAPURI TIMBER MART,45,5
9121015635,OM TRADERS,97,5
9121015658,SHREE LAXMI TRADERS,65,23
9121015659,BABJI CEMENT DEPOT,331,55
9121015663,BHAVANI FERTI HARDWARE AND BUILDING,220,92
9121015855,MAKKAN TRADERS,75,13
9121015858,JAY MARUTI TRADERS,233,64
9121015873,SANTRAM STEEL,100,30
9121015892,SHREE AMBICA TRADERS,125,63.25
9121015910,DHARAM CEMENT,150,38
9121015912,HARDIK TRADERS,145,26
9121015914,SHIV TRADERS,45,13
9121016021,RAJ ENTERPRISES,326,154
9121016026,SOMNATH TRADERS,412,234
9121016044,H. S. STEEL TRADERS,41,3
9121016045,VIKRAM TRADERS,110,10
9121016080,PARAS CERAMIC,313,5
9121016124,SAI CEMENT SUPPLIERS,388,57
9121016151,NANDUBA CEMENT DEPOT,153,93.5
9121016152,SHRI RAM MACHINERY & BUILDING MATER,148,122
9121016163,DARSHINI BUILDING MATERIALS,75,8.5
9121016182,RAHUL STEEL,253,27.5
9121016236,JAY AMBE TRADERS,75,6
9121016303,JALARAM SALES AGENCY,280,66
9121016326,TULSI SALES AGENCY,163,10
9121016431,MAHI TRADERS,120,38
9121016445,BHAKTI SALES,201,45
9121016446,DAYA TRADERS,147,50
9121016459,SHREE NAKODA ENTERPRISE,365,80
9121016460,SHIV SHAKTI SALES,590,282
9121016463,BAPA SITARAM TRADERS,150,63
9121016466,MAHALAXMI HARDWARE AND PLYWOOD,353,39
9121016481,RONVEL VIBHAG KHEDUT SEVA SAHKARI,150,5
9121016506,J. K. TRADERS,67,10
9121016510,SHREEJI ENTERPRISE,120,20
9121016595,SATYAM SALES CORPORATION,93,10
9121016638,AMBIKA TRADERS,713,396.5
9121016639,SHIV SHAKTI STEELS,250,23
9121016647,SHREE KRISHNA STEEL,223,40
9121016648,PATEL CEMENT CORPORATION,83,20
9121016676,JAY AMBE CEMENT DEPO,55,40
9121016756,SHREE MAHAVIR CEMENT DEPOT,105,27
9121016770,ASHISH TRADERS,120,25
9121016840,LUCKY HARDWARE STORE,156,78
9121016873,OM TRADERS,23,15
9121016876,SWASTIK SALES,15,2.5
9121016892,SAMARAT HARDWARE,143,20
9121016893,ZEBA TRADING CO.,70,8
9121016907,SAI BABRIK CEMENT DEPO,170,10
9121016911,AGRI BUSINESS CENTER,140,66
9121016922,RELIEF STEEL AND CEMENT PVT. LTD.,230,88.5
9121017026,ASHISH CORPORATION,145,11
9121017078,RADHA BUILDING MATERIAL SUPPLIERS,55,10
9121017080,SHREE YESHA SALES AGENCY,143,91
9121017177,BRAHMANI TRADERS,70,5
9121017190,SHREE SAIBABA BUILDING MATERIALS,50,6
9121017192,ASHAPURA TRADERS,60,20
9121017320,SHIV KRUPA TRADERS,141,13
9121017321,SHRI GURUKRUPA ENTERPRISES,30,6
9121017333,Shubham Enterprise,11,6
9121017366,JAY MATAJI TRADERS,114,26
9121017368,KAILASH SALES CORPORATIO,40,6
9121017387,SHREE JEENBHAVANI CEMENT AGENCY,113,53
9121017407,MEWAD TRADERS,73,24
9121017412,PREET TRADERS,27,13
9121017503,SHREE DHANLAXMI TRADERS,75,32.5
9121017505,KHATRI GULAMMUSTAFA ISMAILJI,149,50
9121017539,ARBUDA STEEL SUPPLIERS,80,8.5
9121017541,VARDHMAN HARDWARE STORES,120,53
9121017546,OM TRADERS,73,8
9121017582,JAY MAHAVIR TRADERS,120,13
9121017730,PATEL KRUSHI KENDRA,80,42
9121017731,ANIL TRADERS,120,15
9121017777,GAYATRI TRADERS,410,151.5
9121017810,HARE KRISHNA TRADING,30,13
9121017858,KRISHNA TRADERS,245,87
9121017894,HARI KRISHNA STEEL TRADERS,60,16
9121017914,SIDDHIVINAYAK HARDWARE & SANITARYWA,150,51
9121017915,AMBIKA HARDWARE AND SANITARYWARE,145,27
9121017918,SHAKTI TRADERS,120,55.5
9121017920,NANDNI SALES,95,32.5
9121017932,MAMTA STEELS,560,84.5
9121017949,SHUBHAM TRADERS,50,12
9121017950,SHIV TRADERS,50,10
9121017982,SHREE RAM SALES,40,20
9121017992,SHUBHLAXMI TRADERS,135,36
9121017994,SHRADDHA STEEL,327,194
9121018007,GUJARAT STEEL CORPORATION,150,73.25
9121018010,SANGHAVI ENTERPRISE,150,111.25
9121018046,RATHAVA MEGHABHAI BHIKHABHAI,102,15
9121018055,DIYA TRADERS,90,12.5
9121018056,BAREJA TRADING CORPORATION,35,23
9121018067,BAPA SITARAM TRADERS,105,40
9121018105,GALAXY ENTERPRISE,55,43
9121018127,NEW BHAGWATI TRADERS,80,17
9121018136,SHREE KHODAL HARDWARE AND TILES AND,64,12
9121018165,SHRI BHAVANI TRADERS,26,5
9121018209,SHREE GITA TIMBERS,256,13
9121018210,AMBIKA TRADING,96,25
9121018211,SHREE VISHVAKARMA HARDWARE MART,391,77
9121018249,CHAMUNDA TRADING,425,174.5
9121018261,TARA ENTERPRISE,54,26
9121018306,DHANESHWAR TRADING CO.,60,3
9121018311,SHREE RADHESHYAM STEEL CORPORATION,173,30
9121018316,MARUTI TRADERS,131,74
9121018326,YASIN TRADERS,60,12.5
9121018328,SHREE HINGLAJ TRADERS,75,42
9121018343,KALPTARU TRADERS,45,10
9121018381,ARYA STEEL STORES,20,5
9121018398,BHAGWATI BUILDING MATERIALS,220,60
9121018399,M. DEVAM AND CO.,77,10
9121018427,NITYA TRADERS,140,50
9121018442,RAJESHWARI HARDWARE & SANITARY,305,62.75
9121018446,VISHNU CORPORATION,65,5
9121018483,RUSHI ENTERPRISE,50,25
9121018499,BALAJI STONE CO.,80,13
9121018524,SHREEJI ENTERPRISE,19,10
9121018562,BRAHMANI TRADERS,85,34
9121018563,UMA HARDWARE AND PLY,50,7.5
9121018584,SAMIR TRADERS,90,26
9121018621,KHODIYAR CEMENT DEPO,45,10
9121018634,JAY JALARAM TRADERS,350,60
9121018636,SHREE AMBICA SAW MILL,50,25
9121018657,PARTH TRADERS,90,42
9121018680,JAY AMBE STEEL AND CEMENT DEPO,193,60
9121018697,AGRAWAL HARDWARE AND GENERAL STORE,325,87
9121018698,DHANLAXMI TRADERS,223,33
9121018708,UMIYA TRADERS,110,26
9121018743,YAMUNA TRADERS,85,13
9121018762,KUSKIWALA CEMENT DEPO,35,12
9121018763,SANJAY TRADERS,38,25
9121018772,SHAKTI KRUPA TRADERS,200,107.5
9121018773,SHREE GANESH TRADERS,50,10
9121018864,JAY SHRINATHJI BRICKS & STEEL TRADE,414,140
9121018874,LUCKY TRADERS,130,38
9121018875,PARSHWANATH CORPORATION,45,3
9121018879,V.M. BROTHERS,155,55
9121018919,AMBICA TRADING CO.,115,7.5
9121018949,DHANLAXMI TRADERS,145,24
9121018956,AMIN TRADERS,45,15
9121018957,MAHALAXMI TRADERS,113,47.5
9121018975,GAYATRI HARDWARE & STEEL,239,130.5
9121018993,JAY AMBE TRADERS,120,45
9121018994,SHREE MARUTI SALES CORPORATION,80,5
9121018996,ASHAPURA STEEL,164,56
9121019014,BHAVANI SALES AGENCY,183,42.5
9121019015,MAURYA TRADERS,414,70
9121019020,SHREE RAM CEMENT DEPO,185,76
9121019037,SHREE GURUKRUPA STEEL CORPORATION,83,8
9121019040,SHREE KRISHNA BUILDING MATERIAL,90,18.5
9121019108,JALARAM TRADERS,135,50.25
9121019148,KAILASH SALES CORPORATION (ODHAV),90,18.5
9121019163,SHREE RENUKA TRADERS,110,77.5
9121019184,SHREE BIJASAN TRADERS,70,37.5
9121019185,BHARMAL HARDWARE & PAINTS,90,26
9121019191,GAYATRI TIMBER MART,75,42
9121019192,MANHAR TIMBER MART,125,43
9121019234,SHREE DARSHAN HARDWARE,37,8
9121019250,CHAMUNDA TRADERS,234,77
9121019251,MAA SALES,28,10
9121019270,MAMTA ENTERPRISE,360,86
9121019271,SHREE SAI TRADERS,79,96
9121019293,SHREE KRISHNA TRADERS,28,3
9121019298,ARBUDA TRADERS,45,23
9121019329,KARUNA SAGAR TRADERS,30,10
9121019342,SHUBHAM HARDWARE,865,250.5
9121019343,SUNDEEP TRADERS,#N/A,10
9121019359,ARIHANT MARBLE AND CERAMIC,740,382
9121019408,MARUTI TRADERS,63,31.75
9121019412,PRUTHVI FERTILIZERS,775,152.5
9121019418,SHREE SAHJANAND TRADING COMPANY,70,15
9121019440,PATEL DAHYABHAI KHUSHALBHAI,150,28
9121019480,NEW JANTA TRADERS,60,20
9121019482,MAA LAXMI CEMENT ARTICLES,118,50
9121019485,SHREE KHODAL HARDWARE,75,17.5
9121019486,CHAMUNDA TRADERS,37,12
9121019563,GUJARAT STEEL,550,188
9121019588,ULTIMATE STEEL,70,8
9121019590,RADHE STEEL TRADERS,160,22.5
9121019596,MADHULI TRADERS,144,35.95
9121019615,PATEL AGRO AGENCY,145,64.25
9121019650,SHREE CHAMUNDA TRADING,41,12.5
9121019652,ANKITA STEEL & CEMENT SUPPLIERS,105,30
9121019656,SHUBHLAXMI FERTILIZER AND HARDWARE,35,22.5
9121019657,SHREE BAJRANG TRADERS,360,54
9121019661,BHUTAWALA TRADERS,233,83
9121019696,JAY ENTERPRISE,116,23
9121019746,TEJENDRA TRADERS,33,2.5
9121019748,FAKRUDDIN ISUFALI & SONS,52,15
9121019772,S B TRADERS,120,45
9121019797,V. N ENTERPRISE,55,24
9121019844,EKTA TRADERS,92,44
9121019846,BURHANI STEEL,54,16
9121019870,DEEP ENTERPRISE,150,74
9121019871,BAJARANG ENTERPRISE,170,113.25
9121019875,BHAVANI STEEL TRADERS,160,63
9121019876,MISTRY BABULAL ATMARAM,35,13
9121019916,GOOD LUCK STEEL TRADERS,270,61
9121019969,KARTIK .B.CONTRACTOR,110,22
9121019970,CHAWLA TRADERS,100,4
9121019990,MODI CEMENT DEPOT,153,30
9121019991,AHIR ENTERPRISE,270,25.25
9121019997,GOHIL ENTERPRISE,87,77
9121019998,JAY GANESH TILES AND PLYWOOD,15,6
9121020026,BHAVANI TRADERS,70,5
9121020041,ASHA STEEL TRADERS,130,13
9121020042,VINOD TRADERS,64,10
9121020043,SHREEJI CORPORATION,103,20
9121020046,AARTI STEEL,650,312
9121020049,AMI ENTERPRISE,83,8
9121020078,ADARSH ENTERPRISE,200,74.5
9121020093,SHRI HINGLAJ HARDWARE STORE,200,41
9121020097,UMIYA STEEL STORES,150,40.5
9121020098,P.P AND COMPANY,70,24
9121020102,SHUBHAM COMMUNICATION,40,36.5
9121020112,SHREEJI STEEL,130,21
9121020156,VASANI STEEL,45,5
9121020197,SHAKTI TRADERS,120,36
9121020213,NAGNESWARI TRADERS,90,30
9121020272,M.R DAVE AND SONS,55,24
9121020273,GAYATRI TRADERS,100,10
9121020274,A K AND COMPANY,50,26
9121020337,SHIV SAGAR ENTERPRISE,45,115.5
9121020377,YOGI SALES AGENCY,289,84
9121020388,SHIVAM SALES & SERVICE,50,15.5
9121020418,JAYVIR TRADERS,30,5
9121020420,GOLDEN CERAMIC AND CEMENT,258,82
9121020433,NEW MAHESHWAR  STEEL,260,97.75
9121020478,SHREE MAHAKALI TRADING CO.,50,15
9121020509,JAY VARUNESHWAR CEMENT AGENCY,75,28.5
9121020558,RAJ HARDWARE,149,31
9121020584,AMBIKA SALES AGENCY,265,110
9121020587,YOGIRAJ ENTERPRISE,88,36
9121020588,GOVERDHAN ENTERPRISE,88,36
9121020601,MODI ENTERPRISE,243,77
9121020610,H K CEMENT DEPO,115,26.55
9121020612,GANESH TRADING CO,165,25
9121020649,JALARAM ENTERPRISE,140,41
9121020672,VALLABH TRADING,97,19
9121020675,SHREENATHJI SALES,242,126.15
9121020678,SHREE HARI TRADERS,105,45
9121020683,VISHVAKARMA HARDWARE,123,26
9121020684,NEW H.S TRADERS,21,3
9121020686,GUJARAT MARKETING,85,51
9121020700,JAGDISH TRADERS,45,10
9121020745,BHARAT MARKETING,45,13
9121020749,M/S.MAKAATA AND SONS,25,30
9121020758,EKTA SALES,285,49.5
9121020823,PARTH TRADING CO,70,20
9121020874,PATEL SALES CORPORATION,223,41
9121020875,PATEL ENTERPRISE,173,65
9121020877,PATEL BROTHERS,183,50.5
9121020878,J . PATEL & SONS,133,20
9121020879,DINESH ENTERPRISE,123,30
9121020880,SIDDHARTH TRADERS,253,145
9121020881,PATEL ASSOCIATES,257,20
9121020883,SHANTAM TRADELINK PVT.LTD,273,52.85
9121020884,PATEL TRADERS,449,185
9121020913,SHIV SHAKTI STEEL AND BUILDING MATE,60,15
9121020930,NAVDURGA ENTERPRISE,66,28
9121020932,SHRI KHODIYAR TRADERS,89,36.5
9121020982,OM TRADERS,20,74
9121021067,RAM RAHIM TRADERS,195,19.25
9121021070,SHREE RANCHHODRAI TRADERS,65,16.5
9121021096,MARUTI HARDWARE,360,113.5
9121021105,MANAV TRADERS,88,36
9121021121,OM SAINATH STEEL,350,156.5
9121021177,DURGA TRADING COMPANY,80,35
9121021207,M H TRADING COMPANY,90,10
9121021208,PATIDAR STEEL,225,34
9121021254,ADVAIT STEEL SUPPLIERS,200,102.5
9121021257,SHREE RAJ RAJESHWARI TRADERS,75,32
9121021265,PANCHARATNA STEELS,275,116.5
9121021323,KHODIYAR TRADERS,65,13
9121021327,OMKAR TRADERS,100,11.5
9121021430,REKHA ENTERPRISE,66,13
9121021458,SHRINATHJI TRADERS,85,35
9121021473,AADINATH HARDEARE AND ELECTRICALS,83,26
9121021479,JAY ENTERPRISE,71,4.25
9121021492,SHIV TRADERS,130,22.5
9121021521,THE MATAR TALUKA SAHAKARI KHARID,30,5
9121021532,HARESH TRADERS,45,20.5
9121021551,MAHALAXMI  HARDWARE,60,15
9121021613,SHRI SHIVSHAKTI SALES CORPORATION,80,10
9121021618,SANKET TRADING AGENCY,61,19
9121021696,SADGURU TRADERS,450,104
9121021701,SHREE GIRIRAJ TRADING CO.,26,5
9121021706,SHIV TRADERS,200,59.5
9121021734,Haji Abdul Rehman Mohmadhusain Panc,35,23.5
9121021735,OM BUILDING MATERIAL & SUPPLIERS,#N/A,90
9121021760,SHIV SHAKTI CORPORATION,50,6
9121021766,JALARAM STEEL TRADERS,287,78
9121021769,SATYAM CEMENT,150,50
9121021781,MOHSIN BUILDING MATERIALS SUPPLIERS,230,66.05
9121021784,MORBIA TRADERS,45,10
9121021787,SHREE SAHAJANAND TRADERS,36,13
9121021791,HARIOM AGRO SEEDS,80,42.5
9121021792,AMBIKA ENTERPRISE,267,81
9121021803,BHAGWATI HARDWARE STORES,58,25
9121021893,SHREEJI TRADERS,43,17
9121021950,N.K.ENTERPRISE,75,20
9121021963,SANDIP TRADERS,100,24
9121021964,KESHAV ENTERPRISE,183,10
9121021971,SHIVANI CORPORATION,130,32
9121021980,GITA TRADERS,46,5
9121021994,RAM TRADERS,275,109
9121022004,VARSHA TRADING CO.,15,10
9121022005,Bansi Traders,150,49.5
9121022025,BADSHAH TRADERS,90,26
9121022039,YOGI SALES CORPORATION,150,37.5
9121022042,JAY AMBE  TRADERS-KAROLI,100,22.5
9121022067,MEHSANA TRADERS,397,178
9121022079,SATADHAR TRADING CO,566,254
9121022090,SHANTINATH MARBLE AND CERAMIC,350,211.5
9121022144,MAA STEEL TRADERS,173,13
9121022152,KRISHNA TIMBER MART,210,78
9121022191,J.R.ENTERPRISE,41,10
9121022192,NILKANTH HARDWARE,90,22.5
9121022211,NAYAN ENTERPRISE,185,38
9121022248,CHAMUNDA TRADERS,80,30.5
9121022274,KRISHANA TRADERS,153,34
9121022276,SHREE CHAMUNDA HARDWARE,103,25
9121022325,JAY CHAMUNDA TRADERS,385,141.5
9121022328,MURLIDHAR ENTERPRISE,180,66.5
9121022338,M.S.CEMENT DEPO,519,210
9121022371,SHREE SIDDHESWARI TRADERS,100,28
9121022423,KUBER TRADERS AND HARDWARE,75,11
9121022435,SHREEJI TRADERS,40,12
9121022450,ROYAL STEEL,139,28
9121022480,SHREE KHODIYAR TRADERS,75,1
9121022484,CHAMUNDA  TRADERS,75,24.5
9121022563,SANDIP CORPORATION,200,30
9121022564,RAMANLAL MULJIDAS SHAH,160,55
9121022584,JALARAM TRADERS,46,5
9121022595,SARVODAY STEEL CENTER,184,42.5
9121022598,R.R.SHAH AND CO.,178,116
9121022607,ADITYA ENTERPRISE,965,495.95
9121022620,CHAMUNDA BUILD ZONE,30,30
9121022654,SHREE KRUSHNA TRADING,65,8.5
9121022678,CHIRAG CORPORATION,458,5
9121022708,RAVESHI TRADERS,95,33.5
9121022714,RAJWADI TRADERS,85,17
9121022722,PATEL TRADERS,162,72
9121022736,BIJAL ENTERPRISE,45,15
9121022771,BALAJI TRADERS,50,10
9121022781,JAY JALARAM MACHINERY STORES,180,46
9121022828,SHIVAM HARDWARE,70,5
9121022832,BEST TRADERS,300,75
9121022849,KRISHNAKANT R PANCHAL,116,13
9121023023,JAYSHREE AMBE TRADERS,40,5
9121023039,SHREE ASHAPURA  TRADERS,90,30
9121023046,JALARAM TRADERS,140,100
9121023048,ISHAN CORPORATION,480,140
9121023087,RAJTILAK TRADERS,200,42
9121023094,PATEL AGENCY,83,47.5
9121023112,VIJAY SALES CORPORATION,201,136.5
9121023116,R.P.ENTERPRISE,100,9
9121023120,K.K.TRADERS,100,26
9121023155,SAHKAR TRADING CO.,35,15
9121023167,LAKULISH TRADERS,160,61
9121023170,NIRANJAN CORPORATION,283,59
9121023223,SHREE JALARAM CARTING AND SUPPLIERS,207,77
9121023250,SHREE KHODIYAR SALES AGENCY,19,10
9121023305,S J Traders,100,40
9121023398,UMA HARDWARE & SANITARY,90,17.5
9121023446,SHREE BHARESHWAR ENTERPRISE,9,2.5
9121023450,SHREE SAI TIMBER,280,101
9121023452,DWARKESH STEEL AND CEMENT,72,32
9121023463,NISHITH TRADERS,61,20
9121023474,OMKAR CERAMIC,200,13
9121023489,SHREE SAI TILES AND SANITARYWARE,40,10
9121023495,SHREE MANOKAMANA TRADERS,55,5
9121023528,GUJARAT TRADERS,113,43
9121023556,NIRMAL TRADERS,56,15
9121023574,PRAGATI SALES,192,52
9121023577,GAUTAM TRADERS,38,7.5
9121023578,VANDAN TRDING COMPANY,285,92.5
9121023579,SHREE UMIYA TRADERS,26,6
9121023631,SHIV STEEL TRADERS,28,7.5
9121023640,VIPUL SALES CORPORATION,70,30
9121023651,DREAM ENTERPRISE,148,33
9121023676,Shiv Building Materials,65,15
9121023688,SHYAM TRADING COMPANY,240,55
9121023689,MAA PARVATI TRADERS,140,34
9121023692,PRAMUKH ENTERPRISE,200,30
9121023729,KRUSHI DEPO,85,70
9121023730,KHODIYAR TRADERS,100,20
9121023733,BHAVESH ENTERPRISE,157,15
9121023737,DIVYANSH TRADERS,45,10
9121023769,SHREE AAIJI HARDWARE,255,73
9121023781,DEVIKRUPA SALES,20,10
9121023802,SHREE RAM TRADERS,173,28
9121023879,SHREE GANESH TRADING,175,36.5
9121023913,SHREE NILKANTH TRADERS,#N/A,15
9121023914,JAY AMBE TRADERS,45,26
9121023957,DEVIKRUPA TRADERS,80,30
9121023984,SOHAM TRADERS,113,40
9121023990,MARUT TRADERS,35,5
9121023995,SHREE HARSIDDHI MARBLE,75,17.5
9121024011,SAGAR ENTERPRISE,700,248.5
9121024048,DHARTI TRADERS,60,5
9121024050,ANSH TRADERS,250,78
9121024059,ARBUDA TRADERS,35,41
9121024136,A.A.MAKARANI,1162,25
9121024142,PARAWALA TRADERS,72,169
9121024165,GAYATRI HARDWARE,15,3
9121024169,MEHSANA STEEL TRADERS,27,7
9121024212,NARAYAN ENTERPRISE,252,46.5
9121024354,MAYUR ENTERPRISE,474,103
9121024355,SAVAN SALES CORPORATION,63,25
9121024532,KAVISHA ROADLINES,45,30
9121024536,Poonam Traders,40,5
9121024537,MARUTI SALES CO.,150,10
9121024609,RAJ CHAMUNDA TRADERS,135,56
9121024611,SHREE LAXMI TRADERS,20,6
9121024612,SOHIL TRADERS,110,40
9121024629,PATEL TRADING,69,21
9121024641,AGRI BUSINESS CENTER,116,27
9121024688,SHREE KAMNATH FERTILIZERS,50,12
9121024692,ADARSH TRADING CO.,45,15
9121024698,SHREE ASHAPURA IRRIGATION,75,30
9121024726,A. A. TRADERS,45,10
9121024828,RAMDEV TRADERS,70,26
9121024916,SATYAM ENTERPRISE,#N/A,18
9121024922,JAY SHREE MOMAI CEMENT AGENCY,45,22
9121024960,MORAR STONE CORPORATION,147,50
9121025006,SHIVAM MARBLE,35,28
9121025040,SHREE KUBER TRADERS,187,51.5
9121025102,ASHAPURI ONE STOP SOLUTION,45,5
9121025233,PRAMUKHRAJ TRADERS,90,52
9121025250,SAGAR CEMENT,40,8
9121025296,SHIV TRADERS,45,10
9121025297,SHIV STEEL CORPORATION,478,36
9121025299,KRISHNA SALES,83,20
9121025338,KIRAN TRADERS,185,77.3
9121025386,KHODIYAR STEEL CORPORATION,243,38
9121025392,I SHREE KHODIYAR ENTERPRISE,133,60
9121025410,SHREE JALARAM TRADERS,66,15
9121025446,BALAJI ENTERPRISE,125,35
9121025454,JALIYAN STEEL TRADERS,162,78
9121025456,HARI OM HARDWARE,111,39
9121025457,JAI DURGA INDUSTRIES,120,40
9121025458,SHREE CHAMUNDA TRADERS,25,12
9121025462,GANESH MARKETING,210,127
9121025470,OM SAI HARDWARE,76,50
9121025529,TARA TRADERS,300,70.5
9121025546,SHREEJI STEEL AND CEMENT,83,37.5
9121025549,SONAL ENTERPRISE,320,120.5
9121025550,ASHIRVAD FARM CARE - GANDHINAGAR,60,5
9121025555,JAY GANESH TRADERS,31,18.5
9121025568,J K Trading- Mahuva.,164,73.75
9121025594,UMIYA BUILDING MATERIALS SUPPLIARS,30,20
9121025602,MAHI TRADERS,100,58
9121025613,MIRACLE ENTERPRISES,580,303.75
9121025642,GAYATRI BUILDING MATERIALS SUPPLIER,125,30
9121025644,STAR CARTING,72,13
9121025652,GOKUL TRADERS,19,12
9121025691,UMIYA TRADING,80,24
9121025768,MADHAV TRADING CO.,279,49
9121025795,SHIV ENTERPRISE,369,53.5
9121025843,AGRAWAL MARKETING,85,18
9121025933,VINAYAK ENTERPRISE,60,50
9121025934,ZAID ENTERPRISE,200,86
9121025935,JALARAM TRADERS,180,87
9121025956,SAI TRADERS,440,201.5
9121025973,MAHADEV STEEL,91,13
9121025991,RAMDEV TRADERS,27,30
9121026050,GURUKRUPA TRADERS,49,15
9121026082,NAGDEV TRADERS,460,109
9121026104,SHREE SAINATH HARDWARE,83,13
9121026185,ASHOK STEEL TRADERS,1446,763.75
9121026202,BHAGYALAXMI TRADERS,105,30
9121026203,K. J. ENTERPRISE,68,25
9121026204,SHREE RANCHHODRAY TRADERS,45,3
9121026206,SHREE PUSHPAM TRADERS,63,22.5
9121026252,PATEL BROTHERS,102,13
9121026285,SHIVAM TRADERS,55,3.5
9121026329,KISHAN STEEL AND PLY,160,14
9121026333,SHREE RAGHUNATH TRADERS,579,164.5
9121026387,PRANAMI CORPORATION,410,60
9121026438,PATEL RAVJIBHAI RUDABHAI,330,39
9121026443,RG'S ENTERPRISE,82,20
9121026450,DEEP TRADERS,40,10
9121026472,GUJARAT STEEL SUPPLIERS,40,10
9121026503,TAMANNA SALES,163,37
9121026526,DHRUV STEEL,70,26
9121026552,NAKODA TRADERS,142,25
9121026614,SHREE SHIV SHAKTI STEEL,30,10
9121026616,MADHAV TRADERS,300,189.5
9121026617,SHREE BHAGVATI SAW MILL,63,10
9121026644,SANA TRADERS,30,12
9121026660,SHREE GANESH TRADERS,#N/A,91.5
9121026665,SHREE KASHATABHANJAN TRADERS,66,27
9121026672,RUTU  TRADING,110,42.5
9121026699,LALIYA HANUMAN SALES,93,38
9121026708,ANU TRADERS,346,131
9121026744,M/S AMRUT TRADERS,238,107.25
9121026763,S. B. CHAUDHARY TRANSPORT,45,1
9121026787,SHIV CARTING,#N/A,40.5
9121026812,ANAND TRADERS,26,13
9121026814,SHREE HARI TRADERS,100,39
