Dealer Code,Name,Target 202404,Sale upto 15.04.2024
9121026828,SHREE ANAND TRADING CO,120,45.25
9121026849,AONE HARDWARE,30,11
9121026861,SIDDHI VINAYAK ENTERPRISE,185,53
9121026862,MARUTI CERAMIC,110,52
9121026877,SWASTIK TRADING COMPANY,55,15
9121026912,M.S TRADING CO.,65,33
9121026919,SHREE KRISHNA AGENCY,90,12
9121026957,MITTAL TRADING CO,40,3
9121027016,LAXMIKRUPA HARDWARE,145,64
9121027032,VIJAY MARKETING,45,13
9121027056,SHREE GANESH TRADERS,225,33
9121027058,BRAHMANI TRADERS,85,5
9121027061,LAVISA TRADERS,171,25
9121027133,KALPNA ENTERPRISE,28,5
9121027184,NOBALE ENTERPRISE,113,51
9121027185,VISHAL TRADERS,58,16.5
9121027207,MANISH CEMENT DEPO,700,132.5
9121027211,VARDAN ENTERPRISE,862,109.5
9121027246,SHIV SHAKTI TRADERS,50,28
9121027250,SHRINATHJI HARDWARE & PAINTS,323,15
9121027286,VIJAY TRADERS,28,36
9121027287,KALIM STEEL TRADERS,305,132.75
9121027352,BURHANI STEELS,195,105
9121027359,GURUKRUPA STEEL TRADING CORPORATION,300,116.85
9121027373,MISTRI ENTERPRISE,90,70
9121027374,TRIVENI TRADERS,72,25
9121027403,AGRI BUSINESS CENTER,80,40
9121027404,VIRAL TRADERS,100,47.5
9121027413,R M CONSTRUCTION,55,6
9121027414,UMIYA TRADING COMPANY,38,6
9121027424,RAJAL TRADERS,50,5
9121027432,NAVRANG TRADERS,160,42
9121027446,SHREE ADINATH SUPPLIERS,141,26
9121027459,VRUNDAVAN TRADERS,225,80.25
9121027483,SHREE GOUTAM TRADERS,250,79.5
9121027488,MAHANT ENTERPRISE,25,15
9121027505,MAHADEV SALES,335,65
9121027520,GURUKRUPA MARKETING,395,99
9121027523,SIDDHI SALES,245,164
9121027534,SANDIP TRADERS,3,3
9121027563,SHIV SHAKTI TRADERS,23,15
9121027606,GIRNAR TRADERS,352,210
9121027655,DAIVIK TRADERS,300,86
9121027671,DEEPAK STEEL CORPORATION,149,5
9121027704,SHREE SANT KRUPA TRADING,201,67
9121027726,GIRIRAJ STEEL TRADERS,300,57
9121027746,SHIV TRADERS,100,12
9121027757,KRISHNA TRADERS,15,8
9121027758,SHRI RAJ TRADERS,171,96
9121027761,SHREE ABHYAY TRADERS,155,54
9121027762,K.C.TRADING,35,6
9121027768,VANSH ENTERPRISE,45,15
9121027831,A S CARTING,64,10
9121027832,PARAS ENTERPRISE,54,5
9121027839,KOVADIYA TRADING COMPANY,50,17
9121027846,HONEST TRADERS,23,5
9121027855,LAXMI TRADING CO.,95,25
9121027896,ANAND BUILDING MATERAILS SUPPLIERS,70,18.5
9121027902,OM SHAKTI STEEL,175,45
9121027958,SHIVAM MARKETING,173,85.5
9121027959,PARAS HARDWARE,418,46
9121027981,VISHVAKARMA TRADING,#N/A,5
9121028005,ABBASI A KHADPAWALA,124,45
9121028006,RAJESH GENERAL STORES,35,15
9121028047,GANESH STEEL CORPORATION,100,20
9121028048,JAY BHAVANI TRADERS,23,5
9121028057,SAIYED GAZI CEMENT AGENCY,457,128
9121028064,SHREENATH CEMENT DEPO,136,26
9121028087,KADRI TRADERS,72,15
9121028092,SHREE GANESH TRADERS,90,5
9121028098,SADHI KRUPA TRADING,130,42
9121028117,SHREEJI TRADERS,160,48.5
9121028118,RENUKA ENTERPRISE,50,30
9121028124,AKHLAK TRADERS,57,15
9121028125,SHREE JAGDISH TRADERS,94,19
9121028126,ROYAL STEEL,450,143
9121028138,SHREE CHAMUNDA TRADERS,50,10
9121028173,KRISHNA CEMENT AGENCY,144,52
9121028227,JYOTI HARDWARE,35,10
9121028296,YOGI HARDWARE AND TRADERS,120,50.5
9121028322,VRUNDAVAN CEMENT & STEEL,#N/A,5
9121028345,SHREE AMAR TRADERS,61,22.5
9121028357,KOTESHVAR TRADRS,95,20
9121028373,KULDEVI KRUPA,45,12
9121028393,JAYSHREE BAJARANG TRADERS,14,13
9121028402,CHITRODA STEEL TRADERS,134,26
9121028403,SHANTI SALES,167,5
9121028439,AAVKAR TRADERS,60,32
9121028479,RAJ STEEL TRADERS,285,68.5
9121028515,JAY KHODIYAR ENTERPRISE,400,147.5
9121028521,SHREE SAMBHAVNATHA ENTERPRISE,505,266
9121028569,SHREEJI MARBLE,165,127
9121028581,AKSHAR SALES,170,75.5
9121028610,VIJAY ENTERPRISE,30,5
9121028692,MODI JAYANTILAL BABALDAS,160,45
9121028757,SHREE DWARKADHISH BUILD MART,45,32
9121028761,BHAGYODAY ENTERPRISE,30,25
9121028762,SHYAM ENTERPRISE,127,41
9121028798,AGRI BUSINESS CENTER,50,13.5
9121028823,SHRI GAJANAND TRADING COMPANY,187,67
9121028834,SHIV ENTERPRISE,45,48.5
9121028914,JANTA STORE,30,7.5
9121028915,GURUKRUPA TRADERS,514,226
9121028923,S M B TRADING,35,2.5
9121028926,DHAIRYA TRADING,45,8
9121028940,RIDDHI SIDDHI TRADERS,141,24.5
9121028952,BHAGYALAXMI ENTERPRISE,45,12
9121028957,SHREE MAHAKALI ENTERPRISE,35,5
9121028976,KRISHNA ENTERPRISE,63,2
9121028986,SWARA ENTERPRISE,55,12
9121029012,VRAJ ENTERPRISE,60,15
9121029014,RAJESHWARI PAINT AND HARDWARE,215,58
9121029023,D P STEEL,150,95.5
9121029049,KRISHNA ENTERPRISE,100,26.5
9121029058,SHREEJI STONE SUPPLIERS,35,3
9121029109,BAHUCHAR TRADERS,100,12
9121029155,CHAMUNDA TRADERS,60,25
9121029206,SHREE UMIYA TRADERS,175,47.5
9121029207,DEV NARAYAN TRADERS,58,23
9121029218,SHIVSHAKTI TRADING,57,5
9121029236,JALARAM TRADERS,280,28.5
9121029251,JAY JOGANI TRADERS,75,29
9121029267,SHRI JALARAM MARBLE,150,57.5
9121029277,SEMOJ ENTERPRISE,60,26
9121029300,RADHAKRUSHNA HARDWARE & ELECTRIC,35,7.5
9121029360,SANT KRUPA TRADERS,134,40
9121029364,MAA ENTERPRISE,350,198.05
9121029382,DVIJ ENTERPRISE,128,23.45
9121029403,KAIVAL KRUPA_CORPORATION,98,13
9121029406,SHIV SHAKTI HARDWARE,115,13
9121029435,SHANTI STONE AND LIME INDUSTRIES,30,2.5
9121029460,SHREE DWARKADHISH ENTERPRISES,55,10
9121029469,SHRI VISHVKARMA STEEL,165,108.5
9121029472,NAGNESHWARI TRADERS,80,26
9121029491,SHAKTI KRUPA HARDWARE,59,11.5
9121029519,SHREE MADHUSUDAN ENTERPRISE,82,10
9121029533,NARAYAN TRADERS,115,42.5
9121029545,JALARAM TRADERS,45,15
9121029581,GURUDEV TRADERS,10,10
9121029582,PANCHMAHAL TRADERS,110,41.75
9121029584,KESARI NANDAN MARKETING,292,385.75
9121029591,MELDI MAA TRADERS,140,94.5
9121029615,KANAIYA BUILDING MATERIALS,100,5
9121029651,SHREENATHJI ENTERPRISE,70,53
9121029661,GURUKRUPA TRADERS,183,52
9121029667,SHIVAM CEMENT DEPO,240,122.5
9121029679,MEET ENTERPRISE,135,65
9121029700,SHREE ASHAPURA ENTERPRISE,60,26.8
9121029715,PATEL STEEL,19,22.5
9121029729,SHREE ASHAPURA STEEL BLDG MATERIAL,115,73.25
9121029746,DODIYA TRADERS,50,26
9121029774,SANGHVI HIRALAL AND BROTHERS,90,42
9121029792,TAWAKKAL TRADERS,29,11
9121029822,JAY BABARI TRADERS,25,12
9121029846,ARBUDA ENTERPRISE,110,66
9121029859,DALWADI ASHUTOSH,76,15
9121029860,DIWANI TILES,105,40
9121029866,RAMDEV ENTERPRISE,44,10
9121029867,DIPAK SANITARY STORES,23,11.25
9121029880,JAY MATAJI TRADERS,120,30
9121029882,SHREE VAHANVATI TRADERS,50,15
9121029884,MEMON TRADERS,70,5
9121029885,SHRRENATHJI TIMBER MART,38,21
9121029890,GURUDATTATRAY STEEL CORPORATION,3,3
9121029892,JALARAM CHUNA BHANDAR,60,20
9121029896,NILKANTH TRADERS,100,42
9121029915,OM TRADERS,78,25
9121029932,VRUNDAVAN TRADERS,50,5
9121029936,SHYAM ASHA SENATORIES,101,10
9121029957,SHREEJI CEMENT PRODUCTS,50,5
9121030033,SRI SRI GURUDEV SALES,209,80
9121030067,MEHTA BIPINCHANDRA KANCHANLAL,138,76
9121030100,POLYMER AGENCY,285,144.5
9121030151,M/S PARISHRAM TRADERS,150,48
9121030165,C B SHAH,65,10
9121030170,SAIRAM TRADERS,60,19
9121030187,SATYAM MARBAL,90,40
9121030223,SHREE RAM ENTERPRISE,30,17
9121030230,SHIV SHAKTI TRADERS,60,20
9121030248,LIBERTY ENTERPRISE,141,20
9121030255,ROHAN ENTERPRISE,123,46
9121030257,PRAMUKH SALES CORPORATION,160,56.5
9121030259,SUN ENTERPRISE,95,25
9121030266,MADHAV TRADERS,95,12.5
9121030331,AKSHAT TRADERS,64,30
9121030338,VISHWASH MARKETING,45,10
9121030346,HABIB CEMENT DEPO,103,26
9121030360,SHIV POOJA ELECTRIC & HARDWARE,100,27
9121030361,RAJARAM BUILDING MATERIAL,100,35
9121030368,SHREE BHAVANA SALES,#N/A,15
9121030419,ASHOK STEEL TRADERS,243,108.75
9121030453,SHREE SHYAM TRADERS,61,26
9121030485,RADHAKRISHNA TRADERS,55,34
9121030488,ROYAL TRADERS,529,167
9121030512,SOFIYA ENTERPRISE,27,13
9121030556,INDIA TRADERS,36,13
9121030570,FAIZ TRADERS,89,26
9121030574,ARBUDA TRADERS,200,77
9121030578,KURESHI SALES,44,49
9121030600,BHUDHAR ENTERPRISE,450,146
9121030623,DRYCON CORPORATION,90,38
9121030624,UMAPATI TRADERS,160,26
9121030662,VRUNDAVAN TRADING CO,60,30
9121030664,MARUTI MARBLES TILES & BUILDING,90,30.5
9121030671,OM TRADERS,120,26
9121030672,NIRAV SAW MILL,39,7
9121030673,SIDDHESHWARI HARDWARE,50,10
9121030699,SHREE BHAGWATI TRADERS,75,13
9121030741,MARUTI STEEL,125,36.5
9121030774,SHREENATH ENTERPRISE,75,10
9121030790,HINGLAJ ENTERPRISE,200,113.75
9121030816,SHIV SHAKTI TRADERS,23,5
9121030835,RADHE TRADERS AND HARDWARE,80,17.95
9121030836,SHAHID TRADERS,120,23.75
9121030840,OM ENTERPRISE,155,36
9121030851,SIDDH SHILA TRADERS,156,81
9121030861,SHREE GOGAJI TRADERS,60,10
9121030871,ALTAFHUSEN ABDULHAMID MAFAT,261,143
9121030922,SHUBH ENTERPRISE,40,13
9121030929,VISAT TRADERS,50,5
9121030932,LALJIBHAI PRAHLADBHAI,45,10
9121030950,MAA HARSIDDHI TRADERS,50,35.5
9121030994,SHREE LAXMI TRADERS,150,45
9121031032,DWARKESH TRADERS,75,2.5
9121031055,SHREEJI TRADERS,70,7.5
9121031091,HIMALAY TRADERS,75,10
9121031134,SHRI AMBICA TRADERS,73,25
9121031211,HARIOM TRADERS,175,64
9121031221,S. H. PATEL TRADING CO,66,13
9121031294,RAMKRISHNA ENTERPRISE,151,107
9121031310,GUJARAT TRADERS,65,20
9121031333,BHERUNATH STEEL AND TRADING COMPANY,20,27.5
9121031388,SIDDHARTH SHARADKUMAR SONI,46,25
9121031487,ABUBAKAR OSMAN SAMA,50,24
9121031488,SHREE BHAGWATI CORPORATION,40,3
9121031503,SRI AMBICA TREDARS,75,25
9121031554,BHAGVATI STEEL,60,10
9121031573,I G HARDWARE ELECTRICAL AND CENETOR,100,20
9121031585,HARIKRUSHNA SANATARY STORES,150,39
9121031586,KAMDHENU STEEL TRADERS,110,35.25
9121031636,SHRI HARIHAR TRADERS,125,54
9121031649,SHREE RAJ SHYAMAJI TRADING CO,192,57
9121031658,RAJ MARKETING,90,42
9121031696,AMBIKA STEEL AND CEMENT,350,66.5
9121031712,ARVA TRADERS,150,42.5
9121031714,SWASTIK BUILDMART,203,42.5
9121031719,KISAN CEMENT ARTICLE & STEEL,60,24
9121031721,I.G.STEEL & BUILDING MATERIALS,80,41.5
9121031730,PATEL CERAMIC,8,6
9121031731,SHREE SHIV TRADERS,50,34
9121031771,NILKANTH TRADERS,88,19
9121031803,ADARSH TRADERS,100,5
9121031819,S K TRADERS,60,24
9121031848,ROYAL ENTERPRISES,70,18.5
9121031853,AMBICA INFRA MART,100,10
9121031875,PACIFIC STEEL TRADERS,50,5
9121031889,NAKODA MARBLE & CERAMIC,83,23
9121031902,JAY RAMDEV STEEL,123,25
9121031985,BAPA SITARAM TRADERS,40,12
9121031997,GIRIRAJ AGRO,10,20
9121031999,MADHUVAN TRADERS,10,5
9121032013,MIHIR TRADERS,33,3
9121032014,JANKI STEEL,40,10.5
9121032068,RATILAL HIRACHAND TALATI,40,17
9121032069,MAA TRADERS,140,20.5
9121032072,SHIV TRADERS,75,47
9121032075,UGAMGURU HARDWARE,53,12
9121032078,MARUTI TRADING CO,85,32
9121032100,SHIV SHAKTI TRADERS,54,12
9121032118,PANKAJ TRADING COMPANY,75,50
9121032119,SHREE RAM ENTERPRISE,37,40
9121032150,VRUNDAVAN CERAMIC,250,47.5
9121032160,BHUVNESHWARI ENTERPRISE,300,574
9121032171,AAIKRUPA ENTERPRISE,35,15
9121032193,SAGAR SALES AGENCY,44,22
9121032198,MAHALAXMI TRADERS,100,36.95
9121032220,DADA HARDWARE,40,20
9121032229,CHAMUNDA CEMENT AND BLOCK,80,22.5
9121032244,SHREE MOON TRADING,40,7.5
9121032275,AARADHYA TRADERS,75,39
9121032276,VARDHMAN CEMENT CORPORATION,45,15
9121032278,PARAS ENTERPRISE,665,1568
9121032282,SHREE SHIVAM TRADERS,80,25
9121032287,SAMTA HARDWARE,133,12.5
9121032295,PRIME SERVICES EXPORTS PVT LTD,30,12
9121032307,NEELKANTH ASSOCIATES,45,5
9121032323,BLACK STONE MARKETING,105,20
9121032325,SURAJ TRADERS,40,15
9121032327,JAY AMBEY TRADERS,150,55
9121032331,BANSARI TRADERS,150,84
9121032352,SHREE BAHUCHAR TRADERS,45,13
9121032360,NATIONAL PAINTS,40,10
9121032369,N S TRADERS,70,15
9121032392,CHAMUNDA CONSTRUCTION,35,10
9121032398,UMA CEMENT DEPO,211,135
9121032401,BALAJI ENTERPRISE,250,110.5
9121032403,SHREE MAHALAXMI TRADERS,40,10
9121032413,BRAHMANI TRADERS,90,7.5
9121032438,AGRI BUSINESS CENTER,48,15
9121032486,OM TRADERS,50,23
9121032497,GANESH HARDWARE AND PAINT,40,6
9121032509,ROYAL TRADERS,90,15.5
9121032563,GOODLUCK TRADERS,232,13
9121032569,A. A. MONJI,10,5
9121032587,SHAKTI ENTERPRISE,66,25
9121032615,PARISHRAM TRADERS,80,21
9121032642,RK SONS TRADING,100,65
9121032704,AGRAWAL GRANITE AND MARBEL,55,5
9121032705,MARUTI CARTING AND SUPPLIERS,130,26
9121032720,MAYUR SALES CORPORATION,62,12.5
9121032726,KRISHNA ENTERPRISE,110,77.5
9121032729,TEJAS ENTERPRISE,200,67
9121032731,SHIVAM ELECTRONICS,#N/A,78
9121032738,SWASTIK BUILDING MATERIALS,283,104.5
9121032756,SABAR AGENCY,50,10
9121032775,VIHAN TRADERS,125,48.5
9121032777,JAY AMBE GLASS TRADERS,27,13.5
9121032816,RAJPUT  VINODBHAI THAKORBHAI,45,26
9121032817,SHREE GANESH TREDING CO.,54,13
9121032823,SHREE HARSIDDHI TRADERS,40,5
9121032874,MAA KHODAL TRADERS,95,32.5
9121032875,SHREENATHJI TRADERS,54,15
9121032879,KISHAN ENTERPRISE,55,25
9121032897,VRAJDHAM AGRO CENTER,21,15
9121032909,SHREE ANAND TRADERS,250,24.25
9121032912,SHREENATHJI CEMENT DEPO,210,105
9121032935,SHREENATHJI STEEL TRADERS,170,13
9121032942,HARIKIRTAN CORPORATION,65,10
9121032976,NEW AMBICA TRADERS,100,20
9121032979,JAY GOGA TRADERS,60,10
9121032984,MAA SARASVATI TRADERS,79,64
9121033004,RAJCHAMUNDA ENTERPRISE,38,12
9121033017,SHIVAM TRADERS,150,10
9121033025,RELIANCE CEMENT WORKS,30,10
9121033039,CHAMUNDA CEMENT DEPO,51,12
9121033041,SHREE RAM ENTERPRISE,10,2
9121033065,KGN STEEL,145,29
9121033123,SAI TRADERS,40,5
9121033124,PRAVESH TRADE INDUSTRIES PRIVATE,379,244
9121033127,OM TRADERS,69,51
9121033128,OM TRADERS & CONSTRUCTION,171,93
9121033139,M. M. HARDWARE & ELECTRICALS,39,5
9121033144,SHREENATH ENTERPRISE,300,95
9121033176,SHREE RAHAT MACHINERY STORES,126,26
9121033177,J K ENTERPRISE,45,20.5
9121033179,TISLI TRADERS,63,15
9121033180,PRINCE ENTERPRISE,300,131.8
9121033185,JAGRAT ENTERPRISE,47,20
9121033252,MAHADEV TRADERS,#N/A,25
9121033262,KARM BUILDING MATERIAL,40,5
9121033295,JAY MARBLE & CERAMIC,30,20
9121033362,BALRAM TRADERS,15,5
9121033363,S K TRADERS,80,25
9121033404,GEETA ENTERPRISE,90,22.5
9121033456,SHREEJI SUPPLIER,79,55
9121033466,SHRI RAJ ENTERPRISE,65,11
9121033471,MEET TRADING CO,35,5
9121033502,EKAL SALES AGENCY,45,27.5
9121033503,HIMALAY AGRO CENTER,51,24
9121033512,SHREYAS TRADERS,50,20
9121033529,SHIV ENTERPRISE,300,233.25
9121033530,BAJARANG TRADERS,180,60
9121033532,MARUTI STEEL,30,6
9121033557,ASHAPURA ENTERPRISE,50,16.5
9121033562,SAI KHUSHI CEMENT DEPO,46,10
9121033563,AMPLE SUPPLIERS,60,5
9121033569,MARUTI CEMENT DEPO,46,15
9121033581,DARSHAN TRADING CO,196,26
9121033592,DARSHAN HARDWARE AND TRADING CO.,85,26
9121033595,MAHESH AGRO CENTER,100,18
9121033618,SHAKTI TRADERS,45,74
9121033637,RAJVI SALES,126,48
9121033638,PATEL HARDWARE TRADERS,83,27
9121033647,JAINUDDIN ESMAILJI GHEEWALA,214,145
9121033692,DIVYA STONE,24,12
9121033706,SHAKTI ENTERPRISE,40,12
9121033748,Shubham Enterprise,75,10
9121033757,NILAM HARDWARE SHOP,18,10
9121033783,SAI HARDWEAR & PLASTIC,70,10
9121033786,GURUDEV CEMENT SUPPLIER,50,15
9121033787,SHREE RAM SALES AGENCY,54,25
9121033793,KHODIYAR TRADERS AND ROLLING SUTTER,90,26
9121033803,SHREE BAJARANG TRADERS,150,26
9121033808,S CONSTRUCTION COMPANY,66,13
9121033817,PANCHADEV TRADERS,55,10
9121033833,ROYAL HARDWARE,96,71
9121033835,HARSH TRADING CO,40,33
9121033838,DURVA TRADERS,212,26
9121033850,JAY AMBE HARDWARE PLYWOOD & SENETOR,45,13
9121033859,MAHALAXMI TRADERS,70,51.5
9121033886,SHRI NAKODA CEMENT DEPO,145,78
9121033892,UMIYA TRADERS,50,5
9121033905,OASIS ENTERPRISE,60,3.5
9121033922,M J TRADERS,60,6
9121033926,SHREE BAHUCHAR TIMBER MART,155,10
9121033968,R K TRADERS,65,15
9121033988,SHREE OMKAR ENTERPRISE,90,15
9121034021,YOGESH DUGDHALAYA,60,21
9121034034,HARIHAR TRADERS,30,24
9121034065,P.N. MARKETING,70,16
9121034066,SOMNATH ENTERPRISE,101,36
9121034076,SAHKAR BUILDING MATE AND,95,25.5
9121034161,HARSIDHDHI HARDWARE MART,101,52
9121034173,AVDHUT AGENCY,225,65
9121034193,RADHESHYAM SALES,107,55.5
9121034209,SHREEJI ENTERPRISE,54,26
9121034284,ARIHANT TRADERS,30,15
9121034285,KRISHNA TRADING,25,79
9121034291,SHIV TRADING COMPANY,18,17
9121034306,HARIKRUSHNA HARDWARE AND PLAY WOOD,54,22.5
9121034314,KULDEEP TRADING COMPANY,40,24
9121034315,MAHAKALI TRADERS,40,38
9121034318,BHAVYA STEEL CORPORATION,55,34.5
9121034320,AMBALAL SHAHAND SONS,30,40
9121034321,PITRUKRUPA TRADERS,20,14
9121034324,MARUTI BUILDING MATERIAL,95,30
9121034337,JAY MATAJI BUILDING MATERIALS,10,12
9121034338,SAP ENTERPRISES,45,41
9121034339,YOGESH HARDWARE MART,25,12
9121034340,UJAVAL TRADING,40,17
9121034350,PRABHUKRUPA TRADING,70,14
9121034354,SHRI ARBUDA CEMENT PRODUCT,55,42
9121034355,AJAY TRADING COMPANY,145,69
9121034365,SWASTIK STEEL TRADERS,120,42
9121034366,SHREE CHAMUNDA TRADING,60,20
9121034369,SHREEJI BUILDING MATERIAL SUPPLIERS,70,20.5
9121034371,VIJAY AGRO CENTER,115,87
9121034373,MANGAL INFRA,93,94
9121034375,HET ENTERPRISE,60,22
9121034379,MADHAV ENTERPRISE,46,5
9121034383,HAMVI CORPORATION,15,12
9121034389,SABBIR ISMAIL,95,55
9121034390,ALAKHDHANI ELECTRICAL AND HARDWARE,60,12
9121034391,AMBICA TRADERS,250,63
9121034398,ANJANA SALES CORPORATION,60,15
9121034404,KRISHNA TRADERS,20,12
9121034405,ADINATH CORPORATION,45,32.5
9121034407,PALAV PAINTS AND HARDWARE,25,11.5
9121034408,SOMANATH TRADERS,25,6
9121034409,ARYA TRADERS,59,20
9121034411,S I TRADERS,121,50.5
9121034432,AGRI BUSINESS CENTER,25,10
9121034435,SHRI SITARAM STEEL AND TRADERS,87,10
9121034450,DHARMABHAKTI MARBLE,120,139
9121034457,VIMAL ENTERPRISE,45,7.5
9121034464,ARCHIT CORPORATION,103,52.5
9121034465,HARIOM CEMENT PRODUCTS,93,90
9121034468,DADHAL CEMENT AND H W DEPO,424,18
9121034470,KRISHNA AGENCY,90,10
9121034471,MATRUKRUPA SUPPLIERS,112,32
9121034472,PRAMUKH TRADING COMPANY,51,2.5
9121034474,LAXMI NARAYAN ENTERPRISE,85,52
9121034477,SAI SALES,83,41
9121034481,SHREE BHAGWATI STEEL AND PIPE,45,40
9121034486,SAHANI TRADERS,45,36
9121034487,SWASTIK STEEL,#N/A,19.25
9121034492,SHREEJI TRADERS,#N/A,12
9121034504,B H ENTERPRISE,56,19
9121034505,MURLIDHAR TRADERS,60,18.5
9121034523,TIRTH ENTERPRISE,70,30
9121034559,NEW KEVAL SALES,42,40
9121034570,LIMRA ENTERPRISE,60,12.5
9121034575,SAIYAD CEMENT SUPPLIERS,20,11
9121034576,JALARAM TRADERS,33,10
9121034613,AMI STEEL TRADERS,40,5
9121034629,JAY GOGAJI TRADERS,80,20
9121034666,R K MOTORS,145,15
9121034667,RIDHAM CEMENT ARTICLE,#N/A,52
9121034668,SHREE HARIHAR SAW MILL,77,38
9121034669,SHREE RAM HARDWARE AND ELECTRICALS,48,15
9121034673,ANAND TILES GALLERY,60,10
9121034674,SAARTHI GROUP ENTERPRISE,50,12
9121034675,DARSHAN TRADERS,65,42.5
9121034687,JAY AMBE TRADERS,35,24
9121034694,SHUBH TRADERS,120,30
9121034696,RADHE ENTERPRISE,#N/A,10
9121034707,DARSH ENTERPRISE,35,5
9121034710,SANDIP TRADERS,65,12.5
9121034712,PARISHRAM ENTERPRISE,80,36.75
9121034715,SHREE LAXMI TRADING CO,57,4
9121034730,KANUBHAI SOMCHAND SHAH,60,10
9121034751,EAGLE AGENCY,325,133
9121034758,BHAGVATI STEEL,81,20
9121034759,SUNDESHWARI TRADERS AND MACHINERY,35,15
9121034767,J B TRADERS,105,27.5
9121034768,BHAVANI TROLLY WORKS,50,21
9121034786,A ONE TRADING CO.,85,15
9121034788,PAWAN ENTERPRISE,240,110
9121034794,JAYPAL ENTERPRISE,80,68
9121034797,SHRI BRAHMANI TRADING,50,5
9121034800,SHAKTI TRADERS,70,60
9121034803,RASIKBHAI SHANKARBHAI JOSHI,41,15
9121034804,FIVE STAR ENTERPRISE,55,15
9121034811,OM VALLABH TRADERS,100,48
9121034819,AMBIKA VIJAY SAW MILL,50,12
9121034826,RAJ ENTERPRISE,35,6
9121034834,RAVI TRADERS,20,10
9121034847,VISHVAKARMA STORES,30,13
9121034848,SHREE KRISHNA CORPORATION,113,34
9121034862,NAVKAR INDUSTRIES,25,15
9121034873,KIYAN BUILDING MATERIALS,65,15
9121034897,JAYMATAJI TRADERS,28,15
9121034904,SABAR HARDWARE AND STEEL,30,26
9121034909,JAL TRADERS,50,40
9121034929,HONEST SUPPLIERS,90,37
9121034941,PATEL HARSH,45,12
9121034960,NAGDEV STEEL TRADERS,65,15
9121034962,KARAN TRADERS,22,15
9121034963,UME FABRICATION AND STEEL TRADERS,50,5
9121034976,JAISWAL STEEL AND HARDWARE,20,12
9121034993,SHIV SHAKTI TRADERS,25,29
9121035005,JAYSHREE MA KSHEMKALYANI KRUPA TRAD,25,11
9121035009,MANSURI CEMENT DEPOT,97,36
9121035010,VINAYAK HARDWARE AND BUILDING MATER,90,5
9121035012,SHRI JAY AMBE BRICKS MANUFACTURE,60,8
9121035025,AASHRAY ENTERPRISE,65,25
9121035026,SIMRAN TRADERS,36,13
9121035043,SHLOK TRADERS,60,34
9121035062,JAY AMBE TRADERS,39,53
9121035078,SHREENATH STEEL TRADERS,45,5
9121035103,JAY SHREE KULDEVI TRADERS,100,10
9121035114,SHREE UMA ENTERPRISE,115,72
9121035169,SHREE UMIYA TRADERS,30,24
9121035209,DHYANA ENTERPRISE,78,28
9121035220,SHIVSHAKTI TRADERS,30,12
9121035222,ASHA TRADING CO,10,4
9121035243,MANKAD CEMENT DEPO,55,10
9121035259,SIDDHRAJ KOTA AND MARBLE,90,30
9121035274,AMLIWALA HARDWARE,45,12
9121035277,BANSI TILES WHOLESELLER,40,10
9121035282,KRISHNA ENTERPRISE,48,36.5
9121035305,SHREE SIDDHESHWARI TRADERS,120,30
9121035308,SHREE BAJRANG TRADERS,63,22.45
9121035322,RUDRA ENTERPRISE,55,5
9121035359,JAMAL SHAKTI ENTERPRISE,50,25
9121035360,RAMDEV ENTERPRISE,60,24
9121035367,SMB TRADERS,69,121
9121035391,S R ENTERPRISE,81,12
9121035399,SHREE MAHAKALI TRADERS,13,13
9121035409,SHIV TRADERS,45,39
9121035412,LAXMI TRADERS,100,35
9121035434,GURUKRUPA CEMENT PRODUCT,90,54
9121035438,AADIL CONSTRUCTION AND BLOCK WORKS,40,10
9121035448,OM VIHAAN CORPORATION,123,79
9121035599,ASHAPURA ENTERPRISE,70,15
9121035695,SHREE RAM TRADERS,#N/A,22
9121035698,SHIV SHAKTI TRADERS,#N/A,5
9121035699,BAHUCHAR TRADERS,#N/A,35
9121035708,GAYATRI TRADERS,40,15
9121035736,PATEL PREMJI POONJABHAI,#N/A,19
9121035737,KRISHNA SALES,#N/A,11
9121035749,SHIVAM HARDWARE,#N/A,30
9121035750,KRUSHI CONSTRUCTION COMPANY,#N/A,5
